"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"963","NM_003656","NM_198452","HGNC:1459","HGNC:13415","0","0","0","0","0","0","0","0","0",1
"964","NM_005808","NM_006741","HGNC:16890","HGNC:9286","0","0","1","0","0","0.067","0","0","0.671",1
"965","NM_006100","NM_001004470","HGNC:18080","HGNC:23317","0.728","1","0.828","0.366","0.327","0.521","0.653","1","0.858",1
"966","NM_002717","NM_181678","HGNC:9304","HGNC:9305","0","0.329","1","0","0.082","0.067","0","0.502","1",1
"967","NM_181690","NM_002576","HGNC:393","HGNC:8590","0.573","0","0.725","0.239","0","0.161","0.51","0","0.803",1
"968","NM_005607","NM_003328","HGNC:9611","HGNC:12434","0.491","0.533","0.283","0.197","0.061","0.041","0.398","0.64","0.47",1
"969","NM_004121","NM_001351304","HGNC:4260","HGNC:4251","1","0.058","0","0.64","0.013","0","1","0.257","0",1
"970","NM_003328","NM_006182","HGNC:12434","HGNC:2731","0.445","0.168","0.3","0.182","0.035","0.028","0.474","0.402","0.424",1
"971","NM_002706","NM_002716","HGNC:9276","HGNC:9303","0.183","0.255","1","0.109","0.067","0.067","0.169","0.261","1",1
"972","NM_174953","NM_021949","HGNC:813","HGNC:816","0.799","0.461","0","0.33","0.129","0","0.835","0.469","0",1
"973","NM_054110","NM_003774","HGNC:21531","HGNC:4126","1","0.716","0","0.547","0.229","0","1","0.708","0",1
"974","NM_147180","NM_002718","HGNC:9318","HGNC:9307","0","0","1","0","0","0.067","0","0","1",1
"975","NM_001042600","NM_002742","HGNC:6863","HGNC:9407","0.493","0.771","0.778","0.233","0.098","0.203","0.394","0.529","0.824",1
"976","NM_014225","NM_005605","HGNC:9302","HGNC:9316","0.413","0.395","0.416","0.187","0.067","0.045","0.357","0.565","0.615",1
"977","NM_015020","NM_002720","HGNC:29149","HGNC:9319","0.338","0.567","1","0.181","0.086","0.067","0.178","0.683","1",1
"978","NM_005163","NM_006852","HGNC:391","HGNC:11842","0.467","0.51","0.664","0.19","0.102","0.168","0.455","0.637","0.764",1
"979","NM_025194","NM_002221","HGNC:14897","HGNC:6179","1","1","0","0.489","0.175","0","1","1","0",1
"980","NM_031417","NM_007174","HGNC:13538","HGNC:1985","0.454","0.304","0.525","0.179","0.06","0.123","0.357","0.489","0.744",1
"981","NM_000188","NM_000189","HGNC:4922","HGNC:4923","0.738","0.696","0.751","0.43","0.17","0.267","0.675","0.675","0.87",1
"982","NM_052917","NM_198321","HGNC:23242","HGNC:19873","0.91","1","1","0.497","0.327","0.6","0.955","1","1",1
"983","NM_004482","NM_003774","HGNC:4125","HGNC:4126","0.784","0.94","0.891","0.489","0.275","0.479","0.804","0.915","0.927",1
"984","NM_001739","NM_000067","HGNC:1377","HGNC:1373","1","0.305","0","0.546","0.065","0","1","0.438","0",1
"985","NM_006204","NM_003719","HGNC:8787","HGNC:8794","0","0","0","0","0","0","0","0","0",1
"986","NM_014225","NM_021132","HGNC:9302","HGNC:9315","0.524","0.678","0.398","0.201","0.174","0.078","0.477","0.658","0.61",1
"987","NM_002019","NM_005424","HGNC:3763","HGNC:11809","0.33","0","1","0.11","0","0.067","0.338","0","1",1
"988","NM_005017","NM_004845","HGNC:8754","HGNC:8755","1","0.65","0","0.553","0.195","0","1","0.892","0",1
"989","NM_017739","NM_173593","HGNC:19139","HGNC:24137","0","0","0.821","0","0","0.409","0","0","0.777",1
"990","NM_000846","NM_000850","HGNC:4627","HGNC:4636","0.625","0.751","0.7","0.371","0.176","0.215","0.642","0.687","0.813",1
"991","NM_004832","NM_183239","HGNC:13312","HGNC:23064","0.592","0.924","0.839","0.36","0.195","0.308","0.574","0.957","0.903",1
"992","NM_005205","NM_001865","HGNC:2279","HGNC:2288","0","0","0","0","0","0","0","0","0",1
"993","NM_001122636","NM_024642","HGNC:4131","HGNC:19877","1","1","0","0.547","0.327","0","1","1","0",1
"994","NM_002578","NM_007174","HGNC:8592","HGNC:1985","0.346","0.886","0.729","0.133","0.137","0.169","0.402","0.765","0.874",1
"995","NM_000693","NM_000695","HGNC:409","HGNC:411","0.377","0.187","1","0.199","0.06","0.705","0.348","0.554","1",1
"996","NM_022819","NM_001128203","HGNC:30040","HGNC:17825","0.745","0.577","1","0.437","0.11","0.559","0.734","0.77","1",1
"997","NM_015020","NM_014225","HGNC:29149","HGNC:9302","0.631","0.395","1","0.358","0.067","0.067","0.579","0.565","1",1
"998","NM_001042600","NM_002969","HGNC:6863","HGNC:6874","0.445","0","0.796","0.196","0","0.208","0.487","0.191","0.766",1
"999","NM_003719","NM_002605","HGNC:8794","HGNC:8793","1","1","1","0.326","0.175","0.575","1","0.606","1",1
"1000","NM_013994","NM_004431","HGNC:2730","HGNC:3386","0.445","0.306","0.665","0.219","0.06","0.193","0.417","0.461","0.851",1
"1001","NM_001002837","NM_016532","HGNC:8956","HGNC:33882","0.276","0.661","1","0.135","0.163","0.067","0.244","0.712","1",1
"1002","NM_006741","NM_002715","HGNC:9286","HGNC:9299","0","0","0.366","0","0","0.038","0","0","0.538",1
"1003","NM_020526","NM_002529","HGNC:3391","HGNC:8031","0.591","0.454","0.843","0.254","0.103","0.463","0.594","0.533","0.884",1
"1004","NM_000507","NM_003837","HGNC:3606","HGNC:3607","1","0.793","0.521","0.515","0.154","0.089","1","0.816","0.644",1
"1005","NM_001320","NM_182948","HGNC:2460","HGNC:9381","0.489","0.643","0.434","0.198","0.167","0.092","0.49","0.707","0.665",1
"1006","NM_002706","NM_139283","HGNC:9276","HGNC:30695","0","0","0","0","0","0","0","0","0",1
"1007","NM_000849","NM_000851","HGNC:4635","HGNC:4637","0.488","0.776","0.827","0.29","0.249","0.245","0.584","0.789","0.87",1
"1008","NM_006741","NM_000944","HGNC:9286","HGNC:9314","0","0","0.324","0","0","0.039","0","0","0.557",1
"1009","NM_002578","NM_001626","HGNC:8592","HGNC:392","0.346","0.582","0.799","0.161","0.108","0.179","0.324","0.656","0.794",1
"1010","NM_000851","NM_002413","HGNC:4637","HGNC:7063","0.528","0.189","0.69","0.311","0.039","0.239","0.531","0.382","0.76",1
"1011","NM_001696","NM_001692","HGNC:857","HGNC:853","0.768","0.78","0","0.379","0.28","0","0.728","0.78","0.115",1
"1012","NM_004300","NM_001099","HGNC:122","HGNC:125","0","0.614","1","0","0.172","0.067","0","0.567","1",1
"1013","NM_013994","NM_005607","HGNC:2730","HGNC:9611","0.517","0.275","0.506","0.241","0.049","0.16","0.491","0.38","0.655",1
"1014","NM_004550","NM_007103","HGNC:7708","HGNC:7716","0.857","0.805","0.834","0.462","0.304","0.329","0.867","0.814","0.805",1
"1015","NM_006741","NM_002720","HGNC:9286","HGNC:9319","0","0","0.565","0","0","0.147","0","0","0.474",1
"1016","NM_014568","NM_198516","HGNC:4127","HGNC:30488","0.917","0","1","0.463","0","0.6","0.96","1","1",1
"1017","NM_001080843","NM_000848","HGNC:33437","HGNC:4634","1","0.722","1","0.62","0.172","0.602","1","0.756","1",1
"1018","NM_002742","NM_015092","HGNC:9407","HGNC:30045","0.481","0.516","0.734","0.22","0.101","0.174","0.401","0.677","0.803",1
"1019","NM_176869","NM_021129","HGNC:28883","HGNC:9226","0.8","0.351","0","0.542","0.091","0","0.815","0.453","0",1
"1020","NM_182948","NM_014683","HGNC:9381","HGNC:13480","0.348","0.229","0.562","0.138","0.091","0.129","0.324","0.518","0.674",1
"1021","NM_017739","NM_080615","HGNC:19139","HGNC:16099","0","0","0","0","0","0","0","0","0",1
"1022","NM_002019","NM_002031","HGNC:3763","HGNC:3955","0.379","0.328","0.717","0.141","0.083","0.264","0.314","0.368","0.733",1
"1023","NM_003713","NM_014646","HGNC:9229","HGNC:14450","0.477","0.57","0.335","0.2","0.16","0.174","0.458","0.602","0.464",1
"1024","NM_020223","NM_212535","HGNC:22140","HGNC:9395","0.329","0.586","0.505","0.103","0.146","0.123","0.318","0.642","0.687",1
"1025","NM_133373","NM_014638","HGNC:9061","HGNC:29037","1","1","0","0.489","0.156","0","1","1","0",1
"1026","NM_198442","NM_003561","HGNC:24791","HGNC:9029","0","0","0","0","0","0","0","0","0",1
"1027","NM_022087","NM_017417","HGNC:19875","HGNC:4130","1","1","0","0.547","0.327","0","1","1","0",1
"1028","YP_003024033","NM_007103","HGNC:7458","HGNC:7716","0.994","0.857","1","0.54","0.36","0.334","0.993","0.843","1",1
"1029","NM_002706","NM_002717","HGNC:9276","HGNC:9304","0.426","0.569","0.8","0.198","0.119","0.225","0.385","0.714","0.836",1
"1030","NM_032482","NM_001136239","HGNC:24948","HGNC:9350","0","0","0","0","0","0","0","0","0.214",1
"1031","NM_000625","NM_000603","HGNC:7873","HGNC:7876","0.478","0.611","0.863","0.249","0.096","0.463","0.384","0.745","0.92",1
"1032","NM_172226","NM_032294, NM_172206, NM_172207","HGNC:1470","HGNC:1469","0","0","0","0","0","0","0","0","0",1
"1033","YP_003024026","YP_003024033","HGNC:7455","HGNC:7458","1","0.99","1","0.541","0.43","0.334","1","0.984","1",1
"1034","NM_014241","NM_016395","HGNC:9639","HGNC:24175","0.393","0.901","0","0.244","0.25","0","0.232","0.678","0",1
"1035","NM_014554","NM_015571","HGNC:17927","HGNC:20944","0.573","0.595","0.906","0.3","0.113","0.369","0.528","0.632","0.741",1
"1036","NM_004807","NM_021615","HGNC:5201","HGNC:6938","0.516","0.799","0.795","0.272","0.252","0.501","0.402","0.723","0.858",1
"1037","NM_000240","NM_000898","HGNC:6833","HGNC:6834","0.422","0.974","0","0.302","0.337","0","0.463","0.95","0",1
"1038","NM_145049","NM_032192","HGNC:28110","HGNC:9287","0.83","0.246","0.333","0.385","0.036","0.022","0.472","0.413","0.428",1
"1039","NM_000300","NM_015715","HGNC:9031","HGNC:17934","0.637","0.718","1","0.339","0.177","0.761","0.645","0.715","1",1
"1040","NM_020223","NM_007174","HGNC:22140","HGNC:1985","0.168","0.192","0.656","0.055","0.045","0.134","0.205","0.387","0.832",1
"1041","NM_182948","NM_006257","HGNC:9381","HGNC:9410","0.566","0.452","0.567","0.264","0.115","0.147","0.44","0.573","0.682",1
"1042","NM_181690","NM_002739","HGNC:393","HGNC:9402","0.429","0","0.618","0.179","0","0.208","0.331","0","0.693",1
"1043","NM_000846","NM_153699","HGNC:4627","HGNC:19662","1","1","1","0.555","0.224","0.602","1","1","1",1
"1044","NM_002576","NM_001626","HGNC:8590","HGNC:392","0.601","0.69","0.681","0.251","0.165","0.147","0.541","0.681","0.764",1
"1045","NM_005163","NM_181690","HGNC:391","HGNC:393","0.493","0","0.693","0.202","0","0.174","0.44","0","0.794",1
"1046","NM_003713","NM_176895","HGNC:9229","HGNC:9228","0.538","0.653","0.517","0.257","0.1","0.278","0.573","0.669","0.626",1
"1047","NM_020223","NM_002578","HGNC:22140","HGNC:8592","0.169","0.205","0.786","0.065","0.048","0.179","0.182","0.35","0.822",1
"1048","NM_014683","NM_001626","HGNC:13480","HGNC:392","0.211","0.253","0.836","0.088","0.098","0.161","0.224","0.518","0.83",1
"1049","NM_005246","NM_004383","HGNC:3655","HGNC:2444","0.44","0.488","0.612","0.19","0.089","0.158","0.37","0.587","0.823",1
"1050","NM_015879","NM_013443","HGNC:14269","HGNC:23364","0.816","1","0.611","0.436","0.327","0.347","0.737","1","0.66",1
"1051","NM_020452","NM_138813","HGNC:13534","HGNC:13535","0","0","0","0","0","0","0","0","0",1
"1052","NM_198516","NM_004481","HGNC:30488","HGNC:4124","1","0","1","0.463","0","0.6","1","0.643","1",1
"1053","NM_002227","NM_002031","HGNC:6190","HGNC:3955","0.386","0.636","0.7","0.144","0.137","0.185","0.355","0.647","0.829",1
"1054","NM_014683","NM_003157","HGNC:13480","HGNC:11399","0.391","0.229","0.552","0.146","0.091","0.175","0.398","0.518","0.659",1
"1055","NM_001308","NM_001080513","HGNC:2312","HGNC:2313","1","1","0","0.555","0.201","0","1","1","0",1
"1056","NM_001632","NM_000478","HGNC:439","HGNC:438","0","0.473","0.509","0","0.071","0.1","0","0.578","0.544",1
"1057","NM_145049","NM_152542","HGNC:28110","HGNC:25415","0.311","0.453","1","0.146","0.119","0.067","0.198","0.68","1",1
"1058","NM_005605","NM_145049","HGNC:9316","HGNC:28110","1","0.291","0.934","0.385","0.036","0.281","1","0.439","0.896",1
"1059","NM_002887","NM_020320","HGNC:9870","HGNC:21406","1","0.551","0.496","0.538","0.153","0.289","1","0.659","0.597",1
"1060","NM_175856","NM_014918","HGNC:24293","HGNC:17198","1","1","0","0.572","0.327","0","1","1","0",1
"1061","NM_003328","NM_004383","HGNC:12434","HGNC:2444","0.568","0.58","0.354","0.217","0.065","0.044","0.472","0.66","0.541",1
"1062","NM_002576","NM_015092","HGNC:8590","HGNC:30045","0.516","0.463","0.664","0.226","0.079","0.148","0.385","0.592","0.774",1
"1063","NM_018644","NM_080742","HGNC:921","HGNC:922","1","1","1","0.446","0.327","0.753","1","1","1",1
"1064","NM_031417","NM_002578","HGNC:13538","HGNC:8592","0.509","0.316","0.584","0.207","0.061","0.147","0.372","0.531","0.73",1
"1065","NM_000561","NM_000853","HGNC:4632","HGNC:4641","0.622","0.751","0.513","0.368","0.176","0.224","0.724","0.687","0.677",1
"1066","NM_002576","NM_003157","HGNC:8590","HGNC:11399","0.513","0.33","0.464","0.188","0.049","0.147","0.436","0.501","0.547",1
"1067","NM_006259","NM_007174","HGNC:9416","HGNC:1985","0.135","1","0.408","0.039","0.175","0.152","0.269","1","0.489",1
"1068","NM_006247","NM_152542","HGNC:9322","HGNC:25415","0.338","0.424","1","0.146","0.095","0.067","0.257","0.529","1",1
"1069","NM_001128141","NM_022357","HGNC:3002","HGNC:23029","0.065","0.414","0","0.028","0.096","0","0.161","0.535","0",1
"1070","NM_015020","NM_006247","HGNC:29149","HGNC:9322","0.522","0.557","1","0.255","0.084","0.067","0.522","0.564","1",1
"1071","NM_005808","NM_002706","HGNC:16890","HGNC:9276","0","0.237","1","0","0.07","0.067","0.131","0.157","0.678",1
"1072","NM_014638","NM_014996","HGNC:29037","HGNC:29185","1","1","0","0.489","0.156","0","0.595","0.613","0.192",1
"1073","NM_024831","NM_013393","HGNC:17843","HGNC:16352","0.709","0.463","0.72","0.406","0.113","0.489","0.532","0.635","0.629",1
"1074","NM_001086","NM_005396","HGNC:17","HGNC:9157","0.507","0","0.682","0.328","0","0.359","0.334","0.106","0.69",1
"1075","NM_004334","NM_001775","HGNC:1118","HGNC:1667","0.562","0.698","0","0.222","0.162","0","0.5","0.673","0",1
"1076","NM_005167","NM_005605","HGNC:20785","HGNC:9316","0","0","0","0","0","0","0","0","0",1
"1077","NM_005406","NM_004409","HGNC:10251","HGNC:2933","0.358","0.465","0.659","0.151","0.113","0.174","0.296","0.53","0.756",1
"1078","NM_016281","NM_015092","HGNC:18133","HGNC:30045","0.677","0","0.672","0.283","0","0.144","0.516","0","0.691",1
"1079","NM_002576","NM_006257","HGNC:8590","HGNC:9410","0.635","0.409","0.793","0.3","0.092","0.177","0.482","0.576","0.885",1
"1080","NM_000520","NM_000521","HGNC:4878","HGNC:4879","0.888","0.98","0.974","0.542","0.338","0.302","0.856","0.915","0.947",1
"1081","NM_001349","NM_018122","HGNC:2678","HGNC:25538","0.778","0.318","0.519","0.421","0.066","0.137","0.748","0.452","0.57",1
"1082","NM_000944","NM_002720","HGNC:9314","HGNC:9319","0.458","0.659","0.536","0.197","0.128","0.159","0.326","0.746","0.724",1
"1083","NM_005406","NM_003157","HGNC:10251","HGNC:11399","0.359","0.375","0.554","0.134","0.07","0.199","0.33","0.501","0.676",1
"1084","NM_020439","NM_172169","HGNC:14585","HGNC:1463","0","0","0","0","0","0","0","0","0",1
"1085","NM_001122636","NM_022087","HGNC:4131","HGNC:19875","0.468","1","1","0.252","0.327","0.6","0.538","1","1",1
"1086","NM_139245","NM_181876","HGNC:16381","HGNC:9306","0","0.08","0","0","0.036","0","0","0.275","0.129",1
"1087","NM_002227","NM_002529","HGNC:6190","HGNC:8031","0.507","0.414","0.586","0.212","0.123","0.167","0.55","0.547","0.72",1
"1088","NM_001320","NM_002446","HGNC:2460","HGNC:6849","0.503","1","0.545","0.209","0.079","0.184","0.531","1","0.656",1
"1089","NM_020223","NM_005406","HGNC:22140","HGNC:10251","0.286","0.431","0.724","0.105","0.117","0.193","0.25","0.422","0.841",1
"1090","NM_005406","NM_006255","HGNC:10251","HGNC:9403","0.532","0.627","0.339","0.241","0.125","0.034","0.446","0.577","0.502",1
"1091","NM_005605","NM_181678","HGNC:9316","HGNC:9305","0","0.424","1","0","0.088","0.067","0","0.546","1",1
"1092","NM_000281","NM_032151","HGNC:8646","HGNC:24474","0.327","0","1","0.15","0","0.067","0.134","0.255","1",1
"1093","NM_147180","NM_152542","HGNC:9318","HGNC:25415","0","0","1","0","0","0.067","0","0","1",1
"1094","NM_001320","NM_004409","HGNC:2460","HGNC:2933","0.332","0.512","0.571","0.14","0.128","0.142","0.307","0.616","0.724",1
"1095","NM_005167","NM_181876","HGNC:20785","HGNC:9306","0","0","0","0","0","0","0","0","0",1
"1096","NM_031417","NM_212535","HGNC:13538","HGNC:9395","0.41","0.44","0.454","0.171","0.077","0.119","0.35","0.575","0.666",1
"1097","NM_002706","NM_002720","HGNC:9276","HGNC:9319","0.491","0.774","0.8","0.281","0.142","0.225","0.191","0.758","0.824",1
"1098","NM_022819","NM_003561","HGNC:30040","HGNC:9029","0.556","0.727","0.893","0.337","0.151","0.451","0.567","0.702","0.796",1
"1099","NM_013430","NM_001351304","HGNC:4250","HGNC:4251","1","0.559","0","0.64","0.149","0","1","0.549","0",1
"1100","NM_009590, NM_001158","NM_003734","HGNC:549","HGNC:550","0","0","0","0","0","0","0","0","0",1
"1101","NM_003895","NM_000276","HGNC:11503","HGNC:8108","0.567","0.52","0.573","0.257","0.16","0.342","0.527","0.542","0.536",1
"1102","NM_152764","NM_080663","HGNC:28569","HGNC:30541","0","0","0","0","0","0","0","0","0",1
"1103","NM_004320","NM_001001396","HGNC:811","HGNC:817","0.515","0.422","0.45","0.269","0.126","0.135","0.444","0.387","0.683",1
"1104","NM_020223","NM_004409","HGNC:22140","HGNC:2933","0.426","0.422","0.683","0.127","0.145","0.153","0.404","0.46","0.66",1
"1105","NM_198442","NM_000929","HGNC:24791","HGNC:9038","0","0","0","0","0","0","0","0","0",1
"1106","NM_006257","NM_002730","HGNC:9410","HGNC:9380","0.538","0.485","0.746","0.257","0.12","0.192","0.378","0.566","0.872",1
"1107","NM_002019","NM_005356","HGNC:3763","HGNC:6524","0.549","0.552","0.438","0.236","0.152","0.149","0.475","0.505","0.678",1
"1108","NM_001080843","NM_001512","HGNC:33437","HGNC:4629","1","1","1","0.62","0.175","0.602","1","1","1",1
"1109","NM_000669","NM_000668","HGNC:251","HGNC:250","1","1","0.95","0.68","0.172","0.721","1","1","0.869",1
"1110","NM_002742","NM_212535","HGNC:9407","HGNC:9395","0.641","0.617","0.574","0.286","0.116","0.151","0.61","0.716","0.741",1
"1111","YP_003024037","NM_004551","HGNC:7462","HGNC:7710","0.568","0.948","0","0.304","0.371","0","0.569","0.919","0",1
"1112","NM_005566","NM_017448","HGNC:6535","HGNC:6544","1","0.857","0","0.454","0.163","0","1","0.884","0",1
"1113","NM_016283","NM_013410","HGNC:49151","HGNC:363","1","0.383","0.802","0.587","0.107","0.478","1","0.54","0.82",1
"1114","NM_003656","NM_020397","HGNC:1459","HGNC:19341","0.576","0.622","0","0.273","0.079","0","0.465","0.784","0",1
"1115","NM_005793","NM_013330","HGNC:20567","HGNC:20461","0","0.426","1","0","0.091","0.067","0","0.606","1",1
"1116","NM_013352","NM_032160","HGNC:21144","HGNC:18144","1","1","0","0.658","0.327","0","1","1","0",1
"1117","NM_002706","NM_006741","HGNC:9276","HGNC:9286","0","0","0.5","0","0","0.034","0","0","0.562",1
"1118","NM_014638","NM_016341","HGNC:29037","HGNC:17175","1","1","0","0.489","0.156","0","0.323","0.666","0.477",1
"1119","NM_016529","NM_006045","HGNC:13533","HGNC:13540","0.119","0.455","0","0.055","0.148","0","0.168","0.656","0",1
"1120","NM_139245","NM_002716","HGNC:16381","HGNC:9303","0.052","0.718","0","0.028","0.213","0","0.14","0.604","0.129",1
"1121","NM_001694","NM_001695","HGNC:855","HGNC:856","0.925","0.698","1","0.438","0.227","0.067","0.904","0.693","1",1
"1122","NM_005356","NM_002005","HGNC:6524","HGNC:3657","0.592","0.588","0.476","0.256","0.168","0.158","0.404","0.572","0.72",1
"1123","NM_001005861","NM_002821","HGNC:10481","HGNC:9618","0.69","0","0.674","0.273","0","0.277","0.502","0.225","0.805",1
"1124","NM_002739","NM_015092","HGNC:9402","HGNC:30045","0.518","0.459","0.541","0.237","0.078","0.182","0.406","0.631","0.621",1
"1125","NM_005808","NM_147180","HGNC:16890","HGNC:9318","0","0","1","0","0","0.067","0","0","1",1
"1126","NM_002227","NM_004383","HGNC:6190","HGNC:2444","0.487","0.648","0.636","0.212","0.107","0.195","0.433","0.652","0.798",1
"1127","YP_003024034","YP_003024036","HGNC:7460","HGNC:7461","1","1","1","0.567","0.538","0.6","1","1","1",1
"1128","NM_000061","NM_002227","HGNC:1133","HGNC:6190","0.563","0.657","0.62","0.231","0.086","0.187","0.571","0.736","0.749",1
"1129","NM_000446","NM_000305","HGNC:9204","HGNC:9205","0.582","0.655","0.893","0.284","0.176","0.256","0.559","0.554","0.747",1
"1130","NM_005356","NM_002031","HGNC:6524","HGNC:3955","0.504","0.545","0.442","0.191","0.139","0.111","0.31","0.556","0.731",1
"1131","NM_006204","NM_000283","HGNC:8787","HGNC:8786","0","0","0","0","0","0","0","0","0",1
"1132","NM_000846","NM_015917","HGNC:4627","HGNC:16906","0.682","0.612","0.773","0.341","0.146","0.257","0.675","0.702","0.841",1
"1133","NM_003656","NM_172084","HGNC:1459","HGNC:1461","0.639","1","0.553","0.277","0.175","0.054","0.548","1","0.708",1
"1134","NM_000853","NM_000848","HGNC:4641","HGNC:4634","0.32","0.782","0.732","0.189","0.185","0.283","0.388","0.803","0.851",1
"1135","NM_002578","NM_014683","HGNC:8592","HGNC:13480","0.143","0.253","0.923","0.064","0.098","0.209","0.182","0.518","0.923",1
"1136","NM_139245","NM_152542","HGNC:16381","HGNC:25415","0.285","0.301","0","0.146","0.088","0","0.347","0.471","0.129",1
"1137","NM_030965","NM_001004470","HGNC:19342","HGNC:23317","0.846","1","1","0.481","0.327","0.521","0.712","1","1",1
"1138","NM_054110","NM_001168368","HGNC:21531","HGNC:23233","0.763","0","0","0.463","0","0","0.862","0","0",1
"1139","NM_006257","NM_005406","HGNC:9410","HGNC:10251","0.578","0.551","0.837","0.258","0.117","0.22","0.412","0.601","0.941",1
"1140","NM_020526","NM_002031","HGNC:3391","HGNC:3955","0.364","0.066","0.751","0.131","0.013","0.382","0.368","0.241","0.596",1
"1141","NM_032717","NM_207328","HGNC:28157","HGNC:27168","0.669","0.33","1","0.376","0.094","0.682","0.662","0.707","1",1
"1142","NM_032526","NM_016489","HGNC:17819","HGNC:17820","0.75","1","0.489","0.413","0.175","0.305","0.758","1","0.573",1
"1143","NM_022819","NM_001114633","HGNC:30040","HGNC:9036","0.71","0.867","0.847","0.418","0.169","0.559","0.733","0.883","0.902",1
"1144","NM_002115","NM_000189","HGNC:4925","HGNC:4923","0.486","0.412","1","0.267","0.091","0.684","0.397","0.589","1",1
"1145","NM_005205","NM_001863","HGNC:2279","HGNC:2280","0.71","0","0","0.379","0","0","0.332","0","0",1
"1146","NM_003166","NM_001054","HGNC:11455","HGNC:11454","0.675","1","0.847","0.404","0.175","0.388","0.569","1","0.9",1
"1147","NM_020526","NM_003328","HGNC:3391","HGNC:12434","0.485","0.116","0","0.195","0.016","0","0.375","0.358","0.088",1
"1148","NM_001083","NM_002605","HGNC:8784","HGNC:8793","0","1","0.663","0","0.175","0.342","0","0.606","0.754",1
"1149","NM_019892","NM_003898","HGNC:21474","HGNC:11504","1","1","0.538","0.459","0.175","0.347","0.665","1","0.399",1
"1150","NM_139245","NM_021132","HGNC:16381","HGNC:9315","0.439","0.344","1","0.166","0.081","0.495","0.212","0.352","1",1
"1151","NM_014683","NM_002744","HGNC:13480","HGNC:9412","0.263","0.273","0.853","0.107","0.098","0.186","0.269","0.518","0.951",1
"1152","NM_000300","NM_198442","HGNC:9031","HGNC:24791","0","0","0","0","0","0","0","0","0",1
"1153","NM_001625","NM_001145128","HGNC:362","HGNC:33814","1","0.417","0.89","0.587","0.149","0.53","1","0.444","0.74",1
"1154","NM_006849","NM_004911","HGNC:14180","HGNC:30167","0.58","0","0.76","0.354","0","0.317","0.499","0","0.78",1
"1155","NM_174953","NM_001681","HGNC:813","HGNC:812","0.561","0.862","0","0.245","0.338","0","0.567","0.83","0",1
"1156","NM_004408","NM_012062","HGNC:2972","HGNC:2973","0.315","0.459","0.546","0.16","0.075","0.128","0.35","0.529","0.61",1
"1157","NM_006241","NM_002717","HGNC:9288","HGNC:9304","0.252","0","0.721","0.096","0","0.226","0.31","0","0.686",1
"1158","NM_002578","NM_006259","HGNC:8592","HGNC:9416","0.247","1","0.62","0.076","0.175","0.237","0.37","1","0.686",1
"1159","NM_153699","NM_000853","HGNC:19662","HGNC:4641","1","1","1","0.555","0.224","0.602","1","1","1",1
"1160","NM_005607","NM_002005","HGNC:9611","HGNC:3657","0.647","0.806","0.61","0.267","0.189","0.188","0.559","0.801","0.789",1
"1161","NM_004374","NM_004373","HGNC:2285","HGNC:2277","1","1","0","0.533","0.311","0","1","1","0",1
"1162","NM_024837","NM_015205","HGNC:13536","HGNC:13552","1","0.797","0","0.403","0.272","0","1","0.864","0",1
"1163","NM_001320","NM_006255","HGNC:2460","HGNC:9403","0.507","0.721","0.417","0.219","0.146","0.05","0.436","0.731","0.686",1
"1164","NM_002715","NM_020700","HGNC:9299","HGNC:18583","0","0.482","1","0","0.07","0.381","0","0.601","1",1
"1165","NM_153699","NM_015917","HGNC:19662","HGNC:16906","0.653","0.612","1","0.384","0.146","0.602","0.43","0.702","1",1
"1166","NM_014225","NM_020700","HGNC:9302","HGNC:18583","0","0.513","0","0","0.079","0","0","0.632","0.141",1
"1167","NM_014638","NM_033123","HGNC:29037","HGNC:19218","1","0.118","0","0.489","0.016","0","0.468","0.254","0.222",1
"1168","NM_000252","NM_016156","HGNC:7448","HGNC:7450","0.589","0.618","0.787","0.307","0.156","0.346","0.583","0.623","0.871",1
"1169","NM_004074","NM_001867","HGNC:2294","HGNC:2292","1","1","0","0.533","0.371","0","1","1","0",1
"1170","NM_015833","NM_018702","HGNC:226","HGNC:227","0","0","0.602","0","0","0.166","0","0","0.698",1
"1171","NM_003364","NM_173355","HGNC:12576","HGNC:23061","0.877","0.529","0","0.488","0.121","0","0.862","0.647","0",1
"1172","NM_000929","NM_032562","HGNC:9038","HGNC:18555","0","0","0","0","0","0","0","0","0",1
"1173","NM_006040","NM_006043","HGNC:5200","HGNC:5195","0.57","0","0.79","0.29","0","0.501","0.281","0","0.754",1
"1174","NM_002707","NM_002711","HGNC:9278","HGNC:9291","0","0","0","0","0","0","0","0","0",1
"1175","NM_005607","NM_002529","HGNC:9611","HGNC:8031","0.688","0.36","0.566","0.287","0.079","0.16","0.643","0.523","0.728",1
"1176","NM_001079807","NM_014224","HGNC:8885","HGNC:8887","1","1","0","0.168","0.491","0","1","1","0",1
"1177","NM_005383","NM_006656","HGNC:7759","HGNC:7760","0.948","0.099","0.844","0.606","0.016","0.573","0.903","0.356","0.843",1
"1178","NM_002717","NM_139283","HGNC:9304","HGNC:30695","0","0","0","0","0","0","0","0","0",1
"1179","NM_004267","NM_021615","HGNC:1970","HGNC:6938","0.857","0.931","1","0.47","0.3","0.758","0.874","0.936","1",1
