"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"39","NM_003655","NM_033446","HGNC:1554","HGNC:23368","0.115","0.459","0.405","0.051","0.103","0.043","0.122","0.579","0.637",0
"40","NM_052875","NM_001080790","HGNC:28119","HGNC:31909","0","0","1","0","0","0.067","0.138","0.216","1",0
"41","NM_003575","NM_080871","HGNC:13076","HGNC:17185","0.38","0","0","0.121","0","0","0.2","0","0",0
"42","NM_024958","NM_014038","HGNC:16229","HGNC:18808","0","0.559","0","0","0.089","0","0","0.501","0.477",0
"43","NM_145026","NM_032765","HGNC:22957","HGNC:19024","0","0","0","0","0","0","0","0","0",0
"44","NM_001025300","NM_152309","HGNC:31332","HGNC:30034","0.048","0.547","0.197","0.022","0.123","0.067","0.052","0.581","0.69",0
"45","NM_014700","NM_004987","HGNC:17224","HGNC:6616","0.258","0.281","0.541","0.117","0.057","0.12","0.245","0.476","0.656",0
"46","NM_000982","NM_213605","HGNC:10313","HGNC:27984","0","0","0","0","0","0","0","0","0.214",0
"47","NM_006417","NM_173660","HGNC:16938","HGNC:26594","0","0","0","0","0","0","0.025","0","0",0
"48","NM_004186","NM_024033","HGNC:10728","HGNC:22432","0.139","0","0.201","0.077","0","0.067","0.14","0","0.34",0
"49","NM_001237","NR_134270","HGNC:1578","HGNC:53085","0","0","0","0","0","0","0","0","0",0
"50","NM_173553","NM_001033032","HGNC:26378","HGNC:18703","0","0","1","0","0","0.067","0","0","1",0
"51","NM_018279","NM_144609","HGNC:25605","HGNC:26472","0","0","1","0","0","0.067","0","0","1",0
"52","NM_198501","NM_152300","HGNC:24764","HGNC:20038","0","0","0","0","0","0","0","0","0",0
"53","NR_002784","NM_138288","HGNC:33146","HGNC:20361","0","0","0","0","0","0","0","0","0",0
"54","NM_001012729","NM_014983","HGNC:32179","HGNC:28982","0","0","1","0","0","0.205","0","0","1",0
"55","NM_194314","NM_020238","HGNC:24819","HGNC:6058","0","0","0","0","0","0","0","0","0.214",0
"56","NM_001287262","NM_019090","HGNC:42540","HGNC:29265","0","0","0","0","0","0","0","0","0",0
"57","NM_001853","NM_144715","HGNC:2219","HGNC:26330","0.057","0","0","0.028","0","0","0.188","0","0.214",0
"58","NM_001203","NM_032452","HGNC:1077","HGNC:20156","0.109","0.319","0","0.057","0.152","0","0.084","0.276","0",0
"59","NM_006819","NM_003742","HGNC:11387","HGNC:42","0","0.158","0","0","0.032","0","0","0.29","0.051",0
"60","NM_001080415","NM_021068","HGNC:30855","HGNC:5425","0.063","0","1","0.028","0","0.067","0.047","0.166","1",0
"61","NR_029488","NM_145307","HGNC:31548","HGNC:19364","0.399","0.233","0","0.213","0.049","0","0.321","0.538","0",0
"62","NM_152424","NM_017782","HGNC:26837","HGNC:23484","0","0.753","1","0","0.134","0.067","0","0.85","1",0
"63","NM_015202","NR_030413","HGNC:29068","HGNC:33139","0","1","0","0","0.243","0","0","1","0",0
"64","NM_032302","NM_016733","HGNC:22420","HGNC:6614","0","0","0","0","0","0","0","0","0",0
"65","NM_001017981","NR_030616","HGNC:33434","HGNC:33661","0","0","0","0","0","0","0","0","0",0
"66","NM_001171795","NM_001007563","HGNC:27828","HGNC:20081","0","0","0","0","0","0","0","0.097","0",0
"67","NM_003304","NM_016410","HGNC:12333","HGNC:26942","0.236","0.049","0.397","0.115","0.008","0.039","0.188","0.231","0.531",0
"68","NM_016024","NM_022493","HGNC:24282","HGNC:14179","0.595","0.279","1","0.166","0.176","0.067","0.244","0.317","1",0
"69","NR_029673","NM_033626","HGNC:31514","HGNC:28910","0.022","0","0.091","0.012","0","0.03","0.099","0.078","0.276",0
"70","NM_021974","NM_001080457","HGNC:9193","HGNC:25042","0.51","0.118","0","0.252","0.016","0","0.288","0.356","0",0
"71","NM_019042","NM_152995","HGNC:26033","HGNC:18726","0","0","0","0","0","0","0","0.166","0.173",0
"72","NM_006016","NM_001982","HGNC:1632","HGNC:3431","0.58","0.431","1","0.176","0.096","0.067","0.618","0.511","1",0
"73","NM_007263","NM_015078","HGNC:2234","HGNC:30319","0","0","0","0","0","0","0","0","0",0
"74","NM_024307","NM_004216","HGNC:28638","HGNC:2755","0","0.351","0","0","0.084","0","0","0.52","0",0
"75","NM_030770","NM_201550","HGNC:14908","HGNC:20264","0","0","0","0","0","0","0","0","0",0
"76","NM_182691","NM_022735","HGNC:11306","HGNC:15453","0","0.362","0.366","0","0.079","0.045","0","0.531","0.563",0
"77","NR_003194.1","NM_001772","HGNC:32990","HGNC:1659","0","0","0","0","0","0","0","0","0",0
"78","NM_014300","NM_004998","HGNC:17718","HGNC:7599","0","0.411","0","0","0.097","0","0","0.411","0",0
"79","NM_139265","NM_020765","HGNC:3245","HGNC:30313","0.303","0.616","0.51","0.142","0.162","0.046","0.193","0.611","0.658",0
"80","NM_002343","NM_001004727","HGNC:6720","HGNC:15184","0","0.139","0","0","0.016","0","0","0.53","0",0
"81","NM_007370","NM_015908","HGNC:9973","HGNC:24101","0.385","0.596","0.546","0.147","0.156","0.113","0.427","0.597","0.658",0
"82","NM_001483","NM_174942","HGNC:4179","HGNC:27475","0.351","0.219","1","0.12","0.06","0.067","0.34","0.42","1",0
"83","NM_153741","NM_014227","HGNC:3007","HGNC:11039","0","0","0","0","0","0","0","0","0",0
"84","NM_031215","NM_002854","HGNC:16143","HGNC:9704","0","0","0","0","0","0","0","0","0",0
"85","NM_152385","NM_001937","HGNC:26453","HGNC:3011","0","0","1","0","0","0.067","0","0","1",0
"86","NM_053001","NM_181840","HGNC:15830","HGNC:19439","0.019","0.118","0","0.009","0.016","0","0.116","0.305","0.065",0
"87","NR_026936","NR_029667","HGNC:24687","HGNC:31501","0","0","0","0","0","0","0","0","0",0
"88","NG_000833","NG_001333","HGNC:5825","HGNC:12178","0","0","0","0","0","0","0","0","0",0
"89","NM_001005288","NM_001004342","HGNC:15200","HGNC:31859","0","0","0","0","0","0","0.048","0","0",0
"90","NM_022102","NM_025000","HGNC:21097","HGNC:25784","0.052","0.265","1","0.028","0.097","0.067","0.055","0.328","1",0
"91","NM_022464","NM_005914","HGNC:24624","HGNC:6947","0.047","0.223","0.557","0.021","0.049","0.051","0.155","0.445","0.722",0
"92","NM_014496","NM_005545","HGNC:10435","HGNC:6133","0.035","0.289","0","0.014","0.098","0","0.142","0.371","0",0
"93","NM_024038","NM_001013690","HGNC:28424","HGNC:13287","0","0","0","0","0","0","0","0","0",0
"94","NM_001012642","NM_003516","HGNC:27287","HGNC:4736","0","0.207","0","0","0.066","0","0.118","0.329","0.256",0
"95","NM_001031853","NM_017901","HGNC:33116","HGNC:18182","0.122","0.278","0.509","0.055","0.081","0.056","0.125","0.365","0.735",0
"96","NM_000844","NM_001013632","HGNC:4599","HGNC:32315","0","0.534","0.034","0","0.205","0.015","0","0.387","0.184",0
"97","NM_015723","NM_153344","HGNC:28900","HGNC:21351","0","0","0","0","0","0","0","0","0",0
"98","NM_014871","NM_006299","HGNC:20074","HGNC:12984","0","0","0.4","0","0","0.027","0","0","0.479",0
"99","NM_002216","NM_001014985","HGNC:6167","HGNC:33756","0","0","0","0","0","0","0","0","0",0
"100","NM_002652","NG_001333","HGNC:8993","HGNC:12195","0","0","0","0","0","0","0","0","0",0
"101","NM_145117","NM_021129","HGNC:15997","HGNC:9226","0","0.304","0","0","0.07","0","0","0.383","0",1
"102","NM_002717","NM_006247","HGNC:9304","HGNC:9322","0.58","0.79","0.572","0.236","0.165","0.176","0.548","0.676","0.695",1
"103","NM_006241","NM_139283","HGNC:9288","HGNC:30695","0","0","0","0","0","0","0","0","0",1
"104","NM_173620","NM_000521","HGNC:26307","HGNC:4879","0","0.996","0.118","0","0.272","0.067","0","0.734","0.146",1
"105","NM_000846","NM_002413","HGNC:4627","HGNC:7063","0.509","0.272","0.736","0.296","0.056","0.268","0.485","0.357","0.751",1
"106","NM_000944","NM_030768","HGNC:9314","HGNC:15566","0","0.624","1","0","0.11","0.067","0","0.704","1",1
"107","NM_005167","NM_030768","HGNC:20785","HGNC:15566","0","0","0","0","0","0","0","0","0",1
"108","NM_014033","NM_016390","HGNC:24550","HGNC:26933","0.262","0.252","0","0.143","0.125","0","0.221","0.473","0",1
"109","NM_133373","NM_182811","HGNC:9061","HGNC:9065","1","1","0","0.489","0.156","0","1","1","0",1
"110","NM_005167","NM_000944","HGNC:20785","HGNC:9314","0","0","0","0","0","0","0","0","0",1
"111","YP_003024026","NM_005006","HGNC:7455","HGNC:7707","0.74","0.877","0.911","0.389","0.379","0.328","0.668","0.799","0.868",1
"112","NM_005609","NM_002863","HGNC:9726","HGNC:9725","0.677","0.84","1","0.387","0.21","0.067","0.691","0.722","1",1
"113","NM_002578","NM_016281","HGNC:8592","HGNC:18133","0.33","0","0.767","0.151","0","0.177","0.222","0","0.747",1
"114","NM_031417","NM_006257","HGNC:13538","HGNC:9410","0.417","0.598","0.616","0.182","0.158","0.147","0.278","0.75","0.765",1
"115","NM_005246","NM_002227","HGNC:3655","HGNC:6190","0.588","0.671","0.686","0.239","0.118","0.235","0.618","0.709","0.812",1
"116","NM_020223","NM_002576","HGNC:22140","HGNC:8590","0.323","0.22","0.671","0.102","0.063","0.147","0.307","0.372","0.785",1
"117","NM_139245","NM_181678","HGNC:16381","HGNC:9305","0","0.297","0","0","0.089","0","0","0.492","0.129",1
"118","NM_006282","NM_002744","HGNC:11408","HGNC:9412","0.582","0.433","0.573","0.224","0.062","0.123","0.55","0.568","0.749",1
"119","NM_016243","NM_016229","HGNC:13397","HGNC:24376","0.581","0.711","1","0.315","0.146","0.067","0.636","0.758","1",1
"120","NM_005033","NM_181503","HGNC:9137","HGNC:17035","0.78","0.899","0.718","0.415","0.23","0.221","0.759","0.904","0.792",1
"121","NM_017758","NM_001080432","HGNC:25996","HGNC:24678","0.649","0.857","0.48","0.384","0.176","0.282","0.559","0.919","0.551",1
"122","NM_148897","NM_016245","HGNC:29958","HGNC:22960","0.171","0.681","0.662","0.087","0.151","0.447","0.24","0.783","0.597",1
"123","NM_015020","NM_002718","HGNC:29149","HGNC:9307","0.061","0.106","1","0.028","0.036","0.067","0.062","0.546","1",1
"124","NM_006259","NM_014683","HGNC:9416","HGNC:13480","0.417","0.229","0.613","0.137","0.091","0.228","0.487","0.518","0.682",1
"125","NM_005605","NM_002716","HGNC:9316","HGNC:9303","0.43","0","1","0.259","0","0.067","0.275","0.101","1",1
"126","NM_005808","NM_000944","HGNC:16890","HGNC:9314","0","0.304","1","0","0.07","0.067","0.283","0.163","0.608",1
"127","NM_002717","NM_181678","HGNC:9304","HGNC:9305","0","0.329","1","0","0.082","0.067","0","0.502","1",1
"128","NM_005181","NM_000717","HGNC:1374","HGNC:1375","1","0.421","0","0.546","0.091","0","1","0.779","0",1
"129","NM_153699","NM_002413","HGNC:19662","HGNC:7063","0.95","0.272","1","0.555","0.056","0.602","0.673","0.357","1",1
"130","NM_002227","NM_002821","HGNC:6190","HGNC:9618","0.452","0.393","0.343","0.197","0.14","0.042","0.556","0.415","0.516",1
"131","NM_030965","NM_013305","HGNC:19342","HGNC:17827","0.857","1","0.712","0.464","0.327","0.391","0.749","1","0.76",1
"132","NM_002706","NM_021132","HGNC:9276","HGNC:9315","0.445","0.696","0.593","0.205","0.124","0.177","0.392","0.742","0.793",1
"133","NM_002717","NM_030768","HGNC:9304","HGNC:15566","0","0.815","1","0","0.146","0.067","0","0.853","1",1
"134","NM_004431","NM_002821","HGNC:3386","HGNC:9618","0.499","0.415","0.652","0.195","0.156","0.151","0.436","0.498","0.662",1
"135","NM_182948","NM_002742","HGNC:9381","HGNC:9407","0.481","0.357","0.545","0.199","0.087","0.154","0.507","0.49","0.682",1
"136","NM_002227","NM_005356","HGNC:6190","HGNC:6524","0.485","0.431","0.588","0.206","0.09","0.214","0.422","0.499","0.756",1
"137","NM_005167","NM_002720","HGNC:20785","HGNC:9319","0","0","0","0","0","0","0","0","0",1
"138","NM_002707","NM_014225","HGNC:9278","HGNC:9302","0","0","0","0","0","0","0","0","0",1
"139","NM_001744","NM_032294, NM_172206, NM_172207","HGNC:1464","HGNC:1469","0","0","0","0","0","0","0","0","0",1
"140","NM_182948","NM_007174","HGNC:9381","HGNC:1985","0.202","0.276","0.492","0.084","0.053","0.115","0.236","0.452","0.691",1
"141","NM_145049","NM_021132","HGNC:28110","HGNC:9315","1","0.437","0.593","0.385","0.082","0.177","1","0.559","0.793",1
"142","NM_001967","NM_176869","HGNC:3284","HGNC:28883","0.428","0.333","0.574","0.232","0.091","0.305","0.42","0.453","0.655",1
"143","NM_181690","NM_006255","HGNC:393","HGNC:9403","0.529","0","0.442","0.218","0","0.039","0.444","0","0.538",1
"144","NM_022819","NM_213600","HGNC:30040","HGNC:27396","0.965","1","0","0.585","0.175","0","0.894","1","0",1
"145","NM_001114633","NM_001128203","HGNC:9036","HGNC:17825","0.652","0.528","0.481","0.349","0.106","0.28","0.655","0.727","0.579",1
"146","NM_006247","NM_139283","HGNC:9322","HGNC:30695","0","0","0","0","0","0","0","0","0",1
"147","NM_002103","NM_021957","HGNC:4706","HGNC:4707","1","0.449","0.701","0.542","0.092","0.473","1","0.662","0.796",1
"148","NM_020223","NM_001042600","HGNC:22140","HGNC:6863","0.545","0","0.782","0.163","0","0.208","0.594","0.305","0.76",1
"149","NM_012449","NM_018234","HGNC:11378","HGNC:24592","0","0.218","0","0","0.054","0","0","0.216","0.181",1
"150","NM_002641","NM_153747","HGNC:8957","HGNC:8960","0.847","0.897","0.494","0.486","0.432","0.134","0.815","0.843","0.527",1
"1","NM_000340","NM_002066","HGNC:11006","HGNC:4375","0.121","0.435","0","0.054","0.152","0","0.142","0.619","0",0
"2","NM_001255","NR_029506","HGNC:1723","HGNC:31631","0.314","0","0.091","0.157","0","0.03","0.219","0","0.276",0
"3","NM_177403","NM_182751","HGNC:30513","HGNC:18043","0.24","0.344","0","0.11","0.087","0","0.187","0.579","0",0
"4","NM_032808","NM_003321","HGNC:21205","HGNC:12420","0.054","0.771","1","0.028","0.098","0.067","0.034","0.529","1",0
"5","NM_175747","NM_002315","HGNC:18003","HGNC:6641","0","0","1","0","0","0.067","0","0","1",0
"6","NM_182658","NM_020408","HGNC:16178","HGNC:21365","0","0.351","0","0","0.079","0","0.119","0.451","0",0
"7","NM_004195","NM_001113402","HGNC:11914","HGNC:27281","0","0","0","0","0","0","0","0","0",0
"8","NM_002960","NM_002767","HGNC:10493","HGNC:9467","0","0","0","0","0","0","0","0","0",0
"9","NM_006973","NM_004236","HGNC:13095","HGNC:30747","0","0","1","0","0","0.067","0","0","1",0
"10","NR_026677","NM_024078","HGNC:23642","HGNC:28461","0","0","0","0","0","0","0","0","0",0
"11","NM_153365","NM_152269","HGNC:26887","HGNC:26784","0","0.206","0","0","0.06","0","0","0.407","0",0
"12","NM_178833","NM_000887","HGNC:25143","HGNC:6152","0.232","0.521","0.153","0.096","0.141","0.034","0.268","0.563","0.371",0
"13","NG_001019","NM_032899","HGNC:5654","HGNC:28210","0","0","0","0","0","0","0","0","0",0
"14","NM_001302","NM_007202","HGNC:2257","HGNC:368","0.511","0","0.221","0.137","0","0.067","0.664","0.324","0.634",0
"15","NG_001333","NM_017852","HGNC:12210","HGNC:22948","0","0","0","0","0","0","0","0","0",0
"16","NM_002975","NM_018089","HGNC:10576","HGNC:25527","0.066","0","0.247","0.028","0","0.067","0.1","0.357","0.69",0
"17","NM_025239","NM_005739","HGNC:18731","HGNC:9878","0.414","1","0.35","0.213","0.156","0.067","0.218","1","0.433",0
"18","NM_022046","NM_001001959","HGNC:6362","HGNC:14998","0","0.682","0","0","0.172","0","0.256","0.295","0.2",0
"19","NM_014509","NM_000891","HGNC:29446","HGNC:6263","0","0","0","0","0","0","0.323","0.418","0.21",0
"20","NM_001144989","NM_178844","HGNC:33258","HGNC:29889","0","0","0","0","0","0","0","0","0.383",0
"21","NM_001788","NM_005990","HGNC:1717","HGNC:11388","0.236","0.478","0.649","0.109","0.149","0.121","0.226","0.459","0.743",0
"22","NM_001010977","NM_021220","HGNC:33717","HGNC:15804","0.321","1","0","0.107","0.12","0","0.205","1","0.174",0
"23","NM_025149","NM_173542","HGNC:26101","HGNC:27283","0","0.216","0","0","0.07","0","0","0.152","0",0
"24","NM_033260","NM_006299","HGNC:20951","HGNC:12984","0","0","1","0","0","0.205","0","0","1",0
"25","NM_014339","NM_030813","HGNC:5985","HGNC:30664","0.359","0","1","0.123","0","0.067","0.275","0.308","0.675",0
"26","NM_023927","NM_006142","HGNC:24911","HGNC:10773","0","0.271","0.717","0","0.091","0.119","0","0.469","0.8",0
"27","NM_182488","NR_002734","HGNC:20485","HGNC:13422","0","0","0","0","0","0","0","0","0",0
"28","NM_006238","NM_001178","HGNC:9235","HGNC:701","0.548","0.737","0.699","0.219","0.132","0.173","0.478","0.802","0.771",0
"29","NM_015127","NM_001042702","HGNC:29675","HGNC:29502","0","0","0","0","0","0","0","0","0",0
"30","NM_001927","NM_207309","HGNC:2770","HGNC:28082","0","0","0","0","0","0","0","0","0",0
"31","NM_001001394","NM_005630","HGNC:32397","HGNC:10955","0","0","0","0","0","0","0","0","0",0
"32","NM_015442","NM_022913","HGNC:23817","HGNC:29520","0","0.655","1","0","0.103","0.067","0","0.676","1",0
"33","NM_173483","NR_000024","HGNC:26820","HGNC:10186","0","0","0","0","0","0","0","0","0",0
"34","NG_001336","NM_001062","HGNC:12278","HGNC:11652","0","0","0","0","0","0","0","0","0",0
"35","NM_001039792","NM_000144","HGNC:33872","HGNC:3951","0","0","0","0","0","0","0","0","0",0
"36","NM_005487","NM_004132","HGNC:5003","HGNC:4798","0","0","0","0","0","0","0.08","0.127","0",0
"37","NM_001040429","NM_174928","HGNC:14267","HGNC:27351","0","0","0","0","0","0","0","0","0.181",0
"38","NR_146152","NM_001548","HGNC:53523","HGNC:5407","0","0","0","0","0","0","0","0","0",0
"39","NM_080752","NM_130900","HGNC:16157","HGNC:16798","0","0","0","0","0","0","0","0","0",0
"40","NM_001077711","NM_057175","HGNC:33864","HGNC:30782","0.071","1","0","0.028","0.175","0","0.148","1","0",0
"41","NM_014279","NR_002962","HGNC:17187","HGNC:32613","0","0","0","0","0","0","0","0","0",0
"42","NM_003579","NM_005260","HGNC:9826","HGNC:4224","0.37","0","0","0.162","0","0","0.257","0","0",0
"43","NM_058202, NM_058200, NM_058201, NM_016512, NM_058203, NM_058206, NM_058207","NM_006357","HGNC:14534","HGNC:12479","0","0","0","0","0","0","0","0","0",0
"44","NM_198461","NM_030811","HGNC:24788","HGNC:14045","0","0","0","0","0","0","0","0","0",0
"45","NM_006618","NM_004359","HGNC:18039","HGNC:1734","0.348","0.953","0.294","0.145","0.163","0.069","0.342","0.978","0.404",0
"46","NM_133259","NM_020998","HGNC:15714","HGNC:7380","0.046","0","0.525","0.028","0","0.105","0.122","0.197","0.653",0
"47","NM_001290693","NR_160886","HGNC:38606","HGNC:28305","0","0","0","0","0","0","0","0","0",0
"48","NM_015229","NM_003759","HGNC:29094","HGNC:11030","0.192","0.139","0.124","0.107","0.016","0.03","0.155","0.425","0.298",0
"49","NM_153266","NM_178351","HGNC:28497","HGNC:29464","0","0","0","0","0","0","0","0","0",0
"50","NM_032732","NM_001005196","HGNC:18358","HGNC:8473","0","1","0","0","0.156","0","0","1","0",0
"51","NM_016581","NM_001355292","HGNC:29548","HGNC:15024","0","0.372","0","0","0.098","0","0","0.425","0",0
"52","NM_138999","NM_023080","HGNC:13823","HGNC:26104","0","0","0","0","0","0","0","0","0",0
"53","NR_002977","NR_145717","HGNC:32638","HGNC:52190","0","0","0","0","0","0","0","0","0",0
"54","NM_001099334","NR_030615","HGNC:34352","HGNC:33660","0","0","0","0","0","0","0","0","0",0
"55","NM_006458","NM_152641","HGNC:10064","HGNC:18037","0","0.276","0.571","0","0.036","0.051","0.14","0.425","0.757",0
"56","NR_002440","NM_001146341","HGNC:32712","HGNC:33888","0","0","0","0","0","0","0","0","0",0
"57","NM_153686","NM_020761","HGNC:30776","HGNC:30287","0","0","0.26","0","0","0.04","0","0","0.496",0
"58","NM_014900","NM_032772","HGNC:23571","HGNC:23589","0","0","0","0","0","0","0","0","0",0
"59","NM_001013579","NM_001372","HGNC:23252","HGNC:2953","0","0.259","0","0","0.097","0","0","0.428","0",0
"60","NM_018131","NR_030288","HGNC:1161","HGNC:32818","0","0","0","0","0","0","0","0","0",0
"61","NM_005305","NM_145071","HGNC:4500","HGNC:1984","0.545","0.07","0","0.148","0.016","0","0.86","0.207","0.238",0
"62","NM_001012755","NM_015307","HGNC:31894","HGNC:29075","0","0","0","0","0","0","0","0","0",0
"63","NM_000526","NM_021138","HGNC:6416","HGNC:12032","0.247","0.423","0.321","0.125","0.084","0.052","0.234","0.514","0.62",0
"64","NM_181785","NM_030567","HGNC:27501","HGNC:28130","0","0","0","0","0","0","0.16","0.089","0.477",0
"65","NM_001154","NM_021213","HGNC:543","HGNC:8752","0.221","1","0.557","0.098","0.175","0.159","0.224","1","0.592",0
"66","NM_134441","NM_021094","HGNC:10027","HGNC:10956","0","0","0","0","0","0","0.08","0.235","0",0
"67","NM_022776","NM_012431","HGNC:16397","HGNC:10727","0.225","0","0","0.116","0","0","0.268","0.125","0",0
"68","NM_001008393","NR_030352","HGNC:27320","HGNC:32877","0","0","0","0","0","0","0","0","0",0
"69","NM_002426","NM_017662","HGNC:7158","HGNC:17995","0.169","0.139","0.17","0.079","0.016","0.03","0.161","0.425","0.621",0
"70","NM_031440","NM_001009984","HGNC:15572","HGNC:17721","0","0","1","0","0","0.067","0.146","0.314","1",0
"71","NM_024646","NM_182758","HGNC:25820","HGNC:26790","0","0","0","0","0","0","0","0","0",0
"72","NM_012375","NM_182556","HGNC:8318","HGNC:27442","0","0","0","0","0","0","0","0","0",0
"73","NM_001105576","NM_032961","HGNC:32960","HGNC:13404","0","0","0","0","0","0","0","0","0",0
"74","NM_033415","NM_005158","HGNC:25049","HGNC:77","0","1","0","0","0.175","0","0","1","0",0
"75","NM_030953","NM_001320473","HGNC:18332","HGNC:27407","0","0","0","0","0","0","0","0","0",0
"76","NM_002773","NR_029886","HGNC:9491","HGNC:31771","0","0","0","0","0","0","0","0","0",0
"77","NM_194283","NM_145251","HGNC:27030","HGNC:11447","0.062","0.307","0.471","0.028","0.079","0.046","0.128","0.508","0.64",0
"78","NM_001145712","NM_024039","HGNC:44164","HGNC:24967","0.161","1","0","0.088","0.12","0","0.246","1","0",0
"79","NR_003352.1","NM_005900","HGNC:33056","HGNC:6767","0","0","0","0","0","0","0","0","0",0
"80","NM_019023","NR_104604","HGNC:25557","HGNC:32484","0.493","1","0","0.29","0.175","0","0.625","1","0",0
"81","NM_001013735","NM_152588","HGNC:23315","HGNC:25440","0","0","0","0","0","0","0","0","0.214",0
"82","NM_013274","NM_018890","HGNC:9184","HGNC:9801","0.228","0.224","0.223","0.106","0.055","0.079","0.182","0.331","0.261",0
"83","NM_002306","NM_153746","HGNC:6563","HGNC:20341","0.289","0.512","0","0.185","0.16","0","0.255","0.704","0.205",0
"84","NM_015666","NR_030381","HGNC:16239","HGNC:32908","0","0","0","0","0","0","0","0.083","0",0
"85","NM_016044","NR_003521","HGNC:24252","HGNC:27892","0","0","0","0","0","0","0","0","0",0
"86","NM_153333","NM_001004756","HGNC:28683","HGNC:14847","0","0","0","0","0","0","0","0","0",0
"87","NM_004185","NM_014476","HGNC:12781","HGNC:20767","0","0","0","0","0","0","0","0","0",0
"88","NM_032778","NM_007098","HGNC:19441","HGNC:2093","0","0.39","0.416","0","0.1","0.067","0","0.571","0.815",0
"89","NM_025083","NM_000559","HGNC:26114","HGNC:4831","0.11","1","0","0.055","0.175","0","0.031","1","0",0
"90","NM_032494","NM_001762","HGNC:30941","HGNC:1620","0.28","0.306","0.601","0.16","0.107","0.107","0.256","0.428","0.728",0
"91","NM_033105","NR_000024","HGNC:24138","HGNC:10186","0","0","0","0","0","0","0","0","0",0
"92","NM_152857","NR_036581","HGNC:16846","HGNC:44356","0","0","0","0","0","0","0","0","0",0
"93","NM_001082","NM_182830","HGNC:2645","HGNC:19835","0.23","0.308","0","0.111","0.074","0","0.188","0.413","0",0
"94","NM_145060","NM_005359","HGNC:28109","HGNC:6770","0.153","0.571","0.243","0.075","0.186","0.036","0.193","0.651","0.447",0
"95","NM_018072","NM_002704","HGNC:25517","HGNC:9240","0.094","0.275","0.548","0.044","0.107","0.041","0.086","0.49","0.62",0
"96","NM_022751","NM_203311","HGNC:26136","HGNC:26237","0.411","0","0","0.183","0","0","0.289","0","0",0
"97","NM_001010895","NM_002866","HGNC:26922","HGNC:9777","0.119","0.266","0.344","0.061","0.068","0.067","0.156","0.454","0.602",0
"98","NM_173362","NM_014159","HGNC:29587","HGNC:18420","0","0","1","0","0","0.067","0","0","1",0
"99","NM_020307","NG_000834","HGNC:20569","HGNC:5733","0","0","0","0","0","0","0","0","0",0
"100","NM_001005473","NM_015138","HGNC:31822","HGNC:28996","0","0","0","0","0","0","0","0","0",0
"101","NM_004477","NM_175900","HGNC:3954","HGNC:26649","0","0","0","0","0","0","0","0","0",0
"102","NM_000516","NM_018300","HGNC:4392","HGNC:13158","0","0","0.5","0","0","0.034","0","0","0.593",0
"103","NM_080596","NM_022821","HGNC:13671","HGNC:14418","0","0.266","0","0","0.07","0","0.127","0.207","0.477",0
"104","NG_000002","NM_001001722","HGNC:5879","HGNC:23921","0","0","0","0","0","0","0","0","0",0
"105","NR_027291","NM_005512","HGNC:31706","HGNC:4161","0","0","0","0","0","0","0","0","0",0
"106","NM_016544","NM_025010","HGNC:30290","HGNC:29120","0","0","1","0","0","0.067","0","0","1",0
"107","NM_016033","NM_207308","HGNC:24285","HGNC:29915","0","0","0","0","0","0","0","0","0",0
"108","NM_006756","NM_014495","HGNC:11612","HGNC:491","0.15","0.042","0.262","0.057","0.012","0.067","0.17","0.238","0.69",0
"109","NM_012309","NM_006682","HGNC:14295","HGNC:3696","0.07","0.125","0.577","0.028","0.057","0.328","0.137","0.263","0.351",0
"110","NM_014724","NM_001098622","HGNC:13172","HGNC:22048","0","0","0.548","0","0","0.041","0","0","0.645",0
"111","NM_005068","NM_014035","HGNC:10882","HGNC:21533","0","0","0","0","0","0","0","0","0",0
"112","NG_000833","NM_152581","HGNC:5797","HGNC:28381","0","0","0","0","0","0","0","0","0",0
"113","NM_198457","NM_016483","HGNC:30951","HGNC:18458","0","0","0","0","0","0","0","0","0.214",0
"114","NR_028371","NM_003292","HGNC:37128","HGNC:12017","0","0","0","0","0","0","0","0","0",0
"115","NM_018904","NM_138343","HGNC:8667","HGNC:21624","0","0","0","0","0","0","0","0","0",0
"116","NM_012310","NM_001037500","HGNC:13339","HGNC:18104","0","0","0","0","0","0","0","0","0",0
"117","NM_023942","NM_001198954.1","HGNC:21704","HGNC:38847","0","0","0","0","0","0","0","0","0",0
"118","NM_016458","NM_001017928","HGNC:24161","HGNC:31136","0","0","0","0","0","0","0","0","0",0
"119","NM_152436","NM_022437","HGNC:28592","HGNC:13887","0","0","0","0","0","0","0","0","0",0
"120","NM_201634","NR_037513","HGNC:11639","HGNC:38992","0","0","0","0","0","0","0","0","0",0
"121","NM_002025","NM_014688","HGNC:3776","HGNC:16858","0.146","0.239","0.054","0.076","0.097","0.03","0.281","0.364","0.145",0
"122","NM_024866","NM_002547","HGNC:28898","HGNC:8148","0.389","0","0.095","0.16","0","0.03","0.361","0.191","0.379",0
"123","NM_198490","NR_023376","HGNC:19983","HGNC:34375","0","0","0","0","0","0","0","0","0",0
"124","NM_007242","NM_031965","HGNC:2742","HGNC:19682","0.559","0.21","1","0.399","0.049","0.067","0.137","0.177","1",0
