HGNC ID,Approved symbol,RefSeq IDs,Enzyme IDs,Gene group ID,Gene group name,RefSeq(supplied by NCBI)
HGNC:333,AGT,NM_000029,,739|1902,Serpin peptidase inhibitors|Neuropeptides,NM_000029
HGNC:17258,AGTPBP1,NM_015239,,1492|1321,Armadillo-like helical domain containing|M14 carboxypeptidases,NM_001286715
HGNC:338,AGTR2,NM_000686,,221|103,Angiotensin receptors|X-linked mental retardation,NM_000686
HGNC:13539,AGTRAP,NM_020350,,,,NM_001040194
HGNC:24618,AHCTF1,NM_015446,,1051,Nucleoporins,NM_001323342
HGNC:21575,AHI1,NM_017651,,362,WD repeat domain containing,NM_001134830
HGNC:347,AHNAK,NM_024060,,1220,PDZ domain containing,NM_001346445
HGNC:20125,AHNAK2,NM_138420,,1220,PDZ domain containing,NM_001350929
HGNC:348,AHR,NM_001621,,420,Basic helix-loop-helix proteins,NM_001621
HGNC:346,AHRR,NM_020731,,420,Basic helix-loop-helix proteins,NM_001242412
HGNC:1189,AHSA1,NM_012111,,,,NM_001321441
HGNC:349,AHSG,NM_001622,,968,"Cystatins, type 4",NM_001354571
HGNC:18075,AHSP,NM_016633,,,,NM_001318221
HGNC:13203,AICDA,NM_020661,,406,Apolipoprotein B mRNA editing enzyme catalytic subunits,NM_001330343
HGNC:25761,AIDA,NM_022831,,823,C2 domain containing,NM_022831
HGNC:28904,AIF1L,NM_031426,,863,EF-hand domain containing,NM_001185095
HGNC:21411,AIFM2,NM_032797,,,,NM_001198696
HGNC:26398,AIFM3,NM_144704,,,,NM_001018060
HGNC:21607,AIG1,NM_016108,,,,NM_001286587
HGNC:357,AIM2,NM_004833,,995|994,Pyrin and HIN domain family|Pyrin domain containing,NM_001348247
HGNC:10648,AIMP1,NM_004757,,,,NM_001142415
HGNC:20609,AIMP2,NM_006303,,1835,Small nucleolar RNA protein coding host genes,NM_001326606
HGNC:359,AIPL1,NM_014336,,910,FKBP prolyl isomerases,NM_001033054
HGNC:30801,AJAP1,NM_018836,,,,NM_001042478
HGNC:37284,AJM1,NM_001080482,,,,NM_001080482
HGNC:17376,AK3,NM_016282,,356,Adenylate kinases,NM_001199852
HGNC:365,AK5,NM_174858,,356,Adenylate kinases,NM_012093
HGNC:28285,AKAIN1,NM_001145194,,,,NM_001145194
HGNC:372,AKAP2,NM_001004065,,396,A-kinase anchoring proteins,
HGNC:373,AKAP3,NM_006422,,396,A-kinase anchoring proteins,NM_001278309
HGNC:374,AKAP4,NM_003886,,396,A-kinase anchoring proteins,NM_003886
HGNC:376,AKAP6,NM_004274,,396,A-kinase anchoring proteins,NM_004274
HGNC:377,AKAP7,NM_004842,,396,A-kinase anchoring proteins,NM_004842
HGNC:378,AKAP8,NM_005858,,396,A-kinase anchoring proteins,NM_005858
HGNC:29857,AKAP8L,NM_014371,,,,NM_001291478
HGNC:379,AKAP9,NM_005751,,694|396,Protein phosphatase 1 regulatory subunits|A-kinase anchoring proteins,NM_005751
HGNC:368,AKAP10,NM_007202,,396,A-kinase anchoring proteins,NM_001330152
HGNC:369,AKAP11,NM_016248,,694|396,Protein phosphatase 1 regulatory subunits|A-kinase anchoring proteins,NM_016248
HGNC:371,AKAP13,NM_007200,,870|396|722|1691|682,Minor histocompatibility antigens|A-kinase anchoring proteins|Rho guanine nucleotide exchange factors|MicroRNA protein coding host genes|Pleckstrin homology domain containing,NM_001270546
HGNC:24061,AKAP14,NM_178813,,396,A-kinase anchoring proteins,NM_001008534
HGNC:18783,AKAP17A,NM_005088,,715|396,Pseudoautosomal region 1|A-kinase anchoring proteins,NM_005088
HGNC:1170,AKIP1,NM_020642,,,,NM_001206646
HGNC:25744,AKIRIN1,NM_024595,,,,NM_001136275
HGNC:21407,AKIRIN2,NM_018064,,,,NM_018064
HGNC:24108,AKNA,NM_030767,,,,NM_001317950
HGNC:28398,AKNAD1,NM_152763,,,,NM_152763
HGNC:382,AKR1B10,NM_020299,,399,Aldo-keto reductases,NM_020299
HGNC:23469,AKR1C8P,NR_027916,,399,Aldo-keto reductases,NR_027916
HGNC:23437,AKR1E2,NM_031436,,399,Aldo-keto reductases,NM_001040177
HGNC:389,AKR7A2,NM_003689,,399,Aldo-keto reductases,NM_001320979
HGNC:390,AKR7A3,NM_012067,,399,Aldo-keto reductases,NM_012067
HGNC:24056,AKR7L,NM_201252,,,,NR_040288
HGNC:28426,AKT1S1,NM_032375,,1332,MTOR complex 1,NM_001098632
HGNC:16710,AKTIP,NM_022476,,102,Ubiquitin conjugating enzymes E2,NM_001012398
HGNC:399,ALB,NM_000477,,,,NM_000477
HGNC:400,ALCAM,NM_001627,,592|590|1410|594|471,C2-set domain containing|V-set domain containing|Ig-like cell adhesion molecule family|Immunoglobulin like domain containing|CD molecules,NM_001243280
HGNC:28114,ALDH16A1,NM_153329,,398,Aldehyde dehydrogenases,NM_001145396
HGNC:9722,ALDH18A1,NM_002860,,398,Aldehyde dehydrogenases,NM_001017423
HGNC:33721,ALG1L,NM_001015050,,427,Glycosyl transferases group 1 domain containing,NM_001015050
HGNC:37258,ALG1L2,NM_001136152,,427,Glycosyl transferases group 1 domain containing,NM_001136152
HGNC:28287,ALG14,NM_144988,,449,UDP-N-acetylglucosaminyltransferase subunits,NM_001305242
HGNC:427,ALK,NM_004304,,321|471,Receptor tyrosine kinases|CD molecules,NM_001353765
HGNC:33775,ALKAL1,NM_207413,,,,NM_207413
HGNC:27683,ALKAL2,NM_001002919,,,,NM_001002919
HGNC:17911,ALKBH1,NM_006020,,401,Alkylation repair homologs,NM_006020
HGNC:32487,ALKBH2,NM_001001655,,401,Alkylation repair homologs,NM_001001655
HGNC:30141,ALKBH3,NM_139178,,401,Alkylation repair homologs,NM_139178
HGNC:21900,ALKBH4,NM_017621,,401,Alkylation repair homologs,NM_017621
HGNC:28243,ALKBH6,NM_032878,,401,Alkylation repair homologs,NM_001297701
HGNC:21306,ALKBH7,NM_032306,,401,Alkylation repair homologs,NM_032306
HGNC:428,ALMS1,NM_015120,,,,NM_015120
HGNC:436,ALOX5AP,NM_001629,,,,NM_001204406
HGNC:441,ALPG,NM_031313,,1072,Alkaline phosphatases,NM_031313
HGNC:20917,ALPK1,NM_025144,,,,NM_001102406
HGNC:20565,ALPK2,NM_052947,,593,I-set domain containing,NM_052947
HGNC:17574,ALPK3,NM_020778,,593|594,I-set domain containing|Immunoglobulin like domain containing,NM_020778
HGNC:443,ALS2,NM_020919,,928|722,VPS9 domain containing|Rho guanine nucleotide exchange factors,NM_001135745
HGNC:20605,ALS2CL,NM_147129,,928|722,VPS9 domain containing|Rho guanine nucleotide exchange factors,NM_001190707
HGNC:1494,ALX1,NM_006982,,521,PRD class homeoboxes and pseudogenes,NM_006982
HGNC:449,ALX3,NM_006492,,521,PRD class homeoboxes and pseudogenes,NM_006492
HGNC:19071,ALYREF,NM_005782,,725|770,RNA binding motif containing|THO complex,NM_005782
HGNC:452,AMBN,NM_016519,,,,NM_016519
HGNC:453,AMBP,NM_001633,,631,Lipocalins,NM_001633
HGNC:25990,AMBRA1,NM_017749,,498|362|1691,DDB1 and CUL4 associated factors|WD repeat domain containing|MicroRNA protein coding host genes,NM_001267782
HGNC:461,AMELX,NM_001142,,,,NM_001142
HGNC:462,AMELY,NM_001143,,,,NM_001143
HGNC:26837,AMER1,NM_152424,,,,NM_152424
HGNC:26360,AMER2,NM_152704,,,,NM_152704
HGNC:26771,AMER3,NM_152698,,,,NM_001105193
HGNC:464,AMH,NM_000479,,1691|542|1932,MicroRNA protein coding host genes|Receptor ligands|Transforming growth factor beta superfamily,NM_000479
HGNC:465,AMHR2,NM_020547,,346,Type 2 receptor serine/threonine kinases,NM_001164690
HGNC:20824,AMIGO1,NM_020703,,590,V-set domain containing,NM_020703
HGNC:24073,AMIGO2,NM_181847,,594,Immunoglobulin like domain containing,NM_001143668
HGNC:24075,AMIGO3,NM_198722,,594,Immunoglobulin like domain containing,NM_198722
HGNC:28658,AMMECR1L,NM_031445,,,,NM_001199140
HGNC:27281,AMN1,NM_001113402,,,,NM_001113402
HGNC:17810,AMOT,NM_133265,,1691,MicroRNA protein coding host genes,NM_001113490
HGNC:17811,AMOTL1,NM_130847,,,,NM_001301007
HGNC:17812,AMOTL2,NM_016201,,1691,MicroRNA protein coding host genes,NM_001278683
HGNC:471,AMPH,NM_001635,,1289,N-BAR domain containing,NM_001635
HGNC:33188,AMTN,NM_212557,,,,NM_001286731
HGNC:479,AMYP1,NG_004750,,1648,Amylases alpha,NG_029354
HGNC:22231,AMZ1,NM_133463,,,,NM_001284355
HGNC:28041,AMZ2,NM_016627,,,,NM_001033569
HGNC:19988,ANAPC1,NM_022662,,402|1691,Anaphase promoting complex |MicroRNA protein coding host genes,NM_022662
HGNC:19989,ANAPC2,NM_013366,,402,Anaphase promoting complex ,NM_013366
HGNC:19990,ANAPC4,NM_013367,,402,Anaphase promoting complex ,NM_001286756
HGNC:17380,ANAPC7,NM_016238,,402|769,Anaphase promoting complex |Tetratricopeptide repeat domain containing,NM_001137664
HGNC:24077,ANAPC10,NM_014885,,402,Anaphase promoting complex ,NM_001256706
HGNC:14452,ANAPC11,NM_016476,,402|58,Anaphase promoting complex |Ring finger proteins,NM_001002244
HGNC:24540,ANAPC13,NM_015391,,402,Anaphase promoting complex ,NM_001242374
HGNC:24531,ANAPC15,NM_014042,,402,Anaphase promoting complex ,NM_001278485
HGNC:26976,ANAPC16,NM_173473,,402,Anaphase promoting complex ,NM_001242546
HGNC:19961,ANGEL1,NM_015305,,,,NM_001370746
HGNC:30534,ANGEL2,NM_144567,,,,NM_001300753
HGNC:484,ANGPT1,"NM_001146, NM_139290",,554|542,Fibrinogen C domain containing|Receptor ligands,NM_001146
HGNC:485,ANGPT2,NM_001147,,554|542,Fibrinogen C domain containing|Receptor ligands,NM_001118887
HGNC:487,ANGPT4,NM_015985,,554|542,Fibrinogen C domain containing|Receptor ligands,NM_001322809
HGNC:489,ANGPTL1,NM_004673,,554|905|542,Fibrinogen C domain containing|Angiopoietin like family|Receptor ligands,NM_004673
HGNC:490,ANGPTL2,NM_012098,,554|905,Fibrinogen C domain containing|Angiopoietin like family,NM_012098
HGNC:491,ANGPTL3,NM_014495,,554|905|542,Fibrinogen C domain containing|Angiopoietin like family|Receptor ligands,NM_014495
HGNC:16039,ANGPTL4,NM_139314,,554|905,Fibrinogen C domain containing|Angiopoietin like family,NM_001039667
HGNC:19705,ANGPTL5,NM_178127,,554|905,Fibrinogen C domain containing|Angiopoietin like family,NM_178127
HGNC:23140,ANGPTL6,NM_031917,,554|905,Fibrinogen C domain containing|Angiopoietin like family,NM_001321411
HGNC:24078,ANGPTL7,NM_021146,,554|905|542,Fibrinogen C domain containing|Angiopoietin like family|Receptor ligands,NM_021146
HGNC:24933,ANGPTL8,NM_018687,,905,Angiopoietin like family,NM_018687
HGNC:492,ANK1,NM_020475,,403|1691,Ankyrin repeat domain containing|MicroRNA protein coding host genes,NM_000037
HGNC:493,ANK2,NM_001148,,403|1691,Ankyrin repeat domain containing|MicroRNA protein coding host genes,NM_001127493
HGNC:494,ANK3,NM_020987,,403,Ankyrin repeat domain containing,NM_001149
HGNC:26350,ANKAR,NM_144708,,403|409,Ankyrin repeat domain containing|Armadillo repeat containing,NM_144708
HGNC:28002,ANKDD1A,NM_182703,,403,Ankyrin repeat domain containing,NM_182703
HGNC:32525,ANKDD1B,NM_001276713,,403,Ankyrin repeat domain containing,NM_001276713
HGNC:15803,ANKEF1,NM_022096,,403|863,Ankyrin repeat domain containing|EF-hand domain containing,NM_001303472
HGNC:26766,ANKFN1,NM_153228,,403|555,Ankyrin repeat domain containing|Fibronectin type III domain containing,NM_001365758
HGNC:20763,ANKFY1,NM_016376,,861|403|81,BTB domain containing|Ankyrin repeat domain containing|Zinc fingers FYVE-type,NM_001257999
HGNC:15492,ANKH,NM_054027,,752|1691,Solute carriers|MicroRNA protein coding host genes,NM_054027
HGNC:24714,ANKHD1,NM_017747,,403,Ankyrin repeat domain containing,NM_001197030
HGNC:33530,ANKHD1-EIF4EBP3,NM_020690,,,,NM_020690
HGNC:21027,ANKK1,NM_178510,,403,Ankyrin repeat domain containing,NM_178510
HGNC:26812,ANKLE1,NM_152363,,403|1087,Ankyrin repeat domain containing|LEM domain containing,NM_001278443
HGNC:20987,ANKMY1,NM_017844,,403|87,Ankyrin repeat domain containing|Zinc fingers MYND-type,NM_001282771
HGNC:25370,ANKMY2,NM_020319,,403|87,Ankyrin repeat domain containing|Zinc fingers MYND-type,NM_020319
HGNC:13208,ANKRA2,NM_023039,,403,Ankyrin repeat domain containing,NM_023039
HGNC:15819,ANKRD1,NM_014391,,403,Ankyrin repeat domain containing,NM_014391
HGNC:18588,ANKRD7,NM_001077708,,403,Ankyrin repeat domain containing,NM_019644
HGNC:21316,ANKRD11,NM_013275,,403,Ankyrin repeat domain containing,NM_001256182
HGNC:29135,ANKRD12,NM_015208,,403,Ankyrin repeat domain containing,NM_001083625
HGNC:21268,ANKRD13A,NM_033121,,403,Ankyrin repeat domain containing,NM_033121
HGNC:26363,ANKRD13B,NM_152345,,403,Ankyrin repeat domain containing,NM_152345
HGNC:25374,ANKRD13C,NM_030816,,403,Ankyrin repeat domain containing,NM_030816
HGNC:27880,ANKRD13D,NM_207354,,403,Ankyrin repeat domain containing,NM_001347901
HGNC:23471,ANKRD16,NM_019046,,403,Ankyrin repeat domain containing,NM_001009941
HGNC:23575,ANKRD17,NM_032217,,403,Ankyrin repeat domain containing,NM_001286771
HGNC:23644,ANKRD18B,NM_001244752,,403,Ankyrin repeat domain containing,NM_001353432
HGNC:22567,ANKRD19P,NR_026868,,,,NR_026868
HGNC:31979,ANKRD20A2,NM_001012421,,403,Ankyrin repeat domain containing,NM_001012421
HGNC:31982,ANKRD20A4,NM_001098805,,403,Ankyrin repeat domain containing,NM_001098805
HGNC:28321,ANKRD22,NM_144590,,403,Ankyrin repeat domain containing,NM_144590
HGNC:24470,ANKRD23,NM_144994,,403,Ankyrin repeat domain containing,NM_144994
HGNC:29424,ANKRD24,NM_133475,,403,Ankyrin repeat domain containing,NM_133475
HGNC:32955,ANKRD26P1,NR_026556,,,,NR_026556
HGNC:25310,ANKRD27,NM_032139,,403|928|1835,Ankyrin repeat domain containing|VPS9 domain containing|Small nucleolar RNA protein coding host genes,NM_032139
HGNC:29024,ANKRD28,NM_015199,,403|694|699|1691,Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits|Protein phosphatase 6 regulatory subunits|MicroRNA protein coding host genes,NM_001195098
HGNC:27110,ANKRD29,NM_173505,,403,Ankyrin repeat domain containing,NM_001308238
HGNC:17234,ANKRD30A,NM_052997,,403,Ankyrin repeat domain containing,NM_052997
HGNC:24165,ANKRD30B,NM_001145029,,403|1691,Ankyrin repeat domain containing|MicroRNA protein coding host genes,NM_001367607
HGNC:35167,ANKRD30BL,NM_001358416,,403,Ankyrin repeat domain containing,NM_001358416
HGNC:26853,ANKRD31,NM_001164443,,403,Ankyrin repeat domain containing,NM_001164443
HGNC:13788,ANKRD33,NM_182608,,403,Ankyrin repeat domain containing,NM_001130015
HGNC:35240,ANKRD33B,NM_001164440,,403,Ankyrin repeat domain containing,NM_001164440
HGNC:33736,ANKRD34B,NM_001004441,,403,Ankyrin repeat domain containing,NM_001004441
HGNC:33888,ANKRD34C,NM_001146341,,403,Ankyrin repeat domain containing,NM_001146341
HGNC:26323,ANKRD35,NM_144698,,403,Ankyrin repeat domain containing,NM_001280799
HGNC:29333,ANKRD36B,NM_025190,,403,Ankyrin repeat domain containing,NM_001353337
HGNC:28169,ANKRD36BP1,NR_026844,,,,NR_026844
HGNC:32946,ANKRD36C,NM_001010914,,403,Ankyrin repeat domain containing,NM_001310154
HGNC:29593,ANKRD37,NM_181726,,403,Ankyrin repeat domain containing,NM_181726
HGNC:28640,ANKRD39,NM_016466,,403,Ankyrin repeat domain containing,NM_016466
HGNC:28233,ANKRD40,NM_052855,,403,Ankyrin repeat domain containing,NM_052855
HGNC:26080,ANKRD40CL,NM_001358683,,,,NM_001358683
HGNC:26752,ANKRD42,NM_182603,,403|694,Ankyrin repeat domain containing|Protein phosphatase 1 regulatory subunits,NM_001300972
HGNC:25259,ANKRD44,NM_153697,,403|699,Ankyrin repeat domain containing|Protein phosphatase 6 regulatory subunits,NM_001195144
HGNC:24786,ANKRD45,NM_198493,,403,Ankyrin repeat domain containing,NM_198493
HGNC:27229,ANKRD46,NM_198401,,403,Ankyrin repeat domain containing,NM_001270377
HGNC:25970,ANKRD49,NM_017704,,403,Ankyrin repeat domain containing,NM_017704
HGNC:29223,ANKRD50,NM_020337,,403,Ankyrin repeat domain containing,NM_001167882
HGNC:26614,ANKRD52,NM_173595,,403|699,Ankyrin repeat domain containing|Protein phosphatase 6 regulatory subunits,NM_173595
HGNC:25691,ANKRD53,NM_024933,,403,Ankyrin repeat domain containing,NM_001115116
HGNC:25185,ANKRD54,NM_138797,,403|1691,Ankyrin repeat domain containing|MicroRNA protein coding host genes,NM_001349853
HGNC:25681,ANKRD55,NM_024669,,403,Ankyrin repeat domain containing,NM_024669
HGNC:16217,ANKRD60,NM_001304369,,403,Ankyrin repeat domain containing,NM_001304369
HGNC:35241,ANKRD62,NM_001277333,,403,Ankyrin repeat domain containing,NM_001277333
HGNC:44669,ANKRD66,NM_001162435,,403,Ankyrin repeat domain containing,NM_001162435
HGNC:20961,ANKS1A,NM_015245,,403|760,Ankyrin repeat domain containing|Sterile alpha motif domain containing,NM_015245
HGNC:24600,ANKS1B,NM_020140,,403|760,Ankyrin repeat domain containing|Sterile alpha motif domain containing,NM_001204065
HGNC:29422,ANKS3,NM_133450,,403|760,Ankyrin repeat domain containing|Sterile alpha motif domain containing,NM_001242929
HGNC:26795,ANKS4B,NM_145865,,403|760,Ankyrin repeat domain containing|Sterile alpha motif domain containing,NM_145865
HGNC:26724,ANKS6,NM_173551,,403|760,Ankyrin repeat domain containing|Sterile alpha motif domain containing,NM_173551
HGNC:29642,ANKUB1,NM_001144960,,403,Ankyrin repeat domain containing,NM_001144960
HGNC:25527,ANKZF1,NM_018089,,403|28,Ankyrin repeat domain containing|Zinc fingers C2H2-type,NM_001042410
HGNC:14082,ANLN,NM_018685,,682,Pleckstrin homology domain containing,NM_001284301
HGNC:21625,ANO1,NM_018043,,865,Anoctamins,NM_018043
HGNC:1183,ANO2,NM_020373,,865,Anoctamins,NM_001278596
HGNC:14004,ANO3,NM_031418,,865,Anoctamins,NM_001313726
HGNC:23837,ANO4,NM_178826,,865,Anoctamins,NM_001286615
HGNC:27337,ANO5,NM_213599,,865,Anoctamins,NM_001142649
HGNC:25240,ANO6,NM_001025356,,865,Anoctamins,NM_001025356
HGNC:31677,ANO7,NM_001001891,,865,Anoctamins,NM_001001666
HGNC:29329,ANO8,NM_020959,,865,Anoctamins,NM_020959
HGNC:20679,ANO9,NM_001012302,,865,Anoctamins,NM_001012302
HGNC:25519,ANO10,NM_018075,,865,Anoctamins,NM_001204831
HGNC:6211,ANOS1,NM_000216,,361|555,WAP four-disulfide core domain containing|Fibronectin type III domain containing,NM_000216
HGNC:16677,ANP32B,NM_006401,,27,ANP32 acidic nuclear phosphoproteins,NM_006401
HGNC:16675,ANP32C,NM_012403,,27,ANP32 acidic nuclear phosphoproteins,NM_012403
HGNC:16676,ANP32D,NM_012404,,27,ANP32 acidic nuclear phosphoproteins,NM_012404
HGNC:16673,ANP32E,NM_030920,,27,ANP32 acidic nuclear phosphoproteins,NM_001136478
HGNC:14152,ANTKMT,NM_023933,,1400,Seven-beta-strand methyltransferase motif containing,NM_001271285
HGNC:21014,ANTXR1,NM_032208,,1691,MicroRNA protein coding host genes,NM_018153
HGNC:21732,ANTXR2,NM_058172,,,,NM_001145794
HGNC:27277,ANTXRL,NM_001278688,,,,NM_001278688
HGNC:533,ANXA1,NM_000700,,404|542,Annexins|Receptor ligands,NM_000700
HGNC:537,ANXA2,NM_001002857,,404,Annexins,NM_001002857
HGNC:540,ANXA2P3,NR_001446,,,,NR_001446
HGNC:33463,ANXA2R,NM_001014279,,,,NM_001014279
HGNC:542,ANXA4,NM_001153,,404,Annexins,NM_001153
HGNC:543,ANXA5,NM_001154,,404,Annexins,NM_001154
HGNC:544,ANXA6,NM_001155,,404,Annexins,NM_001155
HGNC:545,ANXA7,NM_001156,,404,Annexins,NM_001156
HGNC:546,ANXA8,NM_001040084,,404,Annexins,NM_001040084
HGNC:547,ANXA9,NM_003568,,404,Annexins,NM_003568
HGNC:534,ANXA10,NM_007193,,404,Annexins,NM_007193
HGNC:535,ANXA11,NM_145869,,404,Annexins,NM_001157
HGNC:536,ANXA13,NM_004306,,404,Annexins,NM_001003954
HGNC:1361,AOPEP,NM_032823,,1437|1691,M1 metallopeptidases|MicroRNA protein coding host genes,NM_001193329
HGNC:553,AOX1,NM_001159,,,,NM_001159
HGNC:28808,AP1AR,NM_018569,,,,NM_001128426
HGNC:554,AP1B1,NM_001127,,1671|1835|1493|1691,"Adaptor related protein complex 1|Small nucleolar RNA protein coding host genes|Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing|MicroRNA protein coding host genes",NM_001127
HGNC:556,AP1G2,NM_003917,,1671|1493,"Adaptor related protein complex 1|Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing",NM_001282474
HGNC:13667,AP1M1,NM_032493,,1671,Adaptor related protein complex 1,NM_001130524
HGNC:559,AP1S1,NM_001283,,1671|1691,Adaptor related protein complex 1|MicroRNA protein coding host genes,NM_001283
HGNC:560,AP1S2,NM_003916,,103|1671,X-linked mental retardation|Adaptor related protein complex 1,NM_001272071
HGNC:562,AP2A2,NM_012305,,1672|1493,"Adaptor related protein complex 2|Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing",NM_001242837
HGNC:564,AP2M1,NM_004068,,1672,Adaptor related protein complex 2,NM_001025205
HGNC:2013,AP3S1,NM_001364119,,1673,Adaptor related protein complex 3,NM_001002924
HGNC:572,AP4B1,NM_006594,,1674|1493,"Adaptor related protein complex 4|Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing",NM_001253852
HGNC:574,AP4M1,NM_004722,,1674,Adaptor related protein complex 4,NM_001363671
HGNC:25104,AP5B1,NM_138368,,1492|1675,Armadillo-like helical domain containing|Adaptor related protein complex 5,NM_138368
HGNC:20192,AP5M1,NM_018229,,1675,Adaptor related protein complex 5,NM_018229
HGNC:15875,AP5S1,NM_018347,,1675,Adaptor related protein complex 5,NM_001204446
HGNC:576,APAF1,NM_181861.1,,1341|362|959,Apoptosome|WD repeat domain containing|Caspase recruitment domain containing,NM_001160
HGNC:578,APBA1,NM_001163,,1220,PDZ domain containing,NM_001163
HGNC:579,APBA2,NM_005503,,1220,PDZ domain containing,NM_001130414
HGNC:581,APBB1,NM_001164,,,,NM_001164
HGNC:17379,APBB1IP,NM_019043,,682,Pleckstrin homology domain containing,NM_019043
HGNC:582,APBB2,NM_173075,,,,NM_001166050
HGNC:20708,APBB3,NM_006051,,1691,MicroRNA protein coding host genes,NM_006051
HGNC:583,APC,NM_000038,,694|409,Protein phosphatase 1 regulatory subunits|Armadillo repeat containing,NM_000038
HGNC:24036,APC2,NM_005883,,409,Armadillo repeat containing,NM_001351273
HGNC:15718,APCDD1,NM_153000,,,,NM_153000
HGNC:26892,APCDD1L,NM_153360,,,,NM_001304787
HGNC:584,APCS,NM_001639,,1143,Short pentraxins,NM_001639
HGNC:29509,APH1A,NM_016022,,,,NM_001077628
HGNC:24080,APH1B,NM_031301,,,,NM_001145646
HGNC:594,API5,NM_006595,,1492,Armadillo-like helical domain containing,NM_001142930
HGNC:595,API5P1,NG_009200,,,,NG_009200
HGNC:28724,APLF,NM_173545,,26,Zinc fingers,NM_173545
HGNC:16665,APLN,NM_017413,,1902,Neuropeptides,NM_017413
HGNC:339,APLNR,NM_005161,,220,Peptide receptors,NM_005161
HGNC:597,APLP1,NM_001024807,,,,NM_001024807
HGNC:598,APLP2,NM_001642,,,,NM_001142276
HGNC:13238,APMAP,NM_020531,,,,NM_020531
HGNC:600,APOA1,NM_000039,,405,Apolipoproteins,NM_000039
HGNC:601,APOA2,NM_001643,,405,Apolipoproteins,NM_001643
HGNC:602,APOA4,NM_000482,,405,Apolipoproteins,NM_000482
